\x00\x00LoRa init succeeded\r


33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
33~!
1684~4910.676,12247.791,166.60,03:15:4
1689~4910.677,12247.792,166.70,03:15:6
1692~4910.677,12247.793,166.70,03:15:8
1733~4910.677,12247.793,166.70,03:15:10
1736~4910.678,12247.793,166.70,03:15:12
1738~4910.678,12247.793,166.70,03:15:14
1741~4910.678,12247.794,166.70,03:15:16
1744~4910.679,12247.794,166.70,03:15:18
1737~4910.679,12247.794,166.70,03:15:20
1738~4910.679,12247.794,166.70,03:15:21
1740~4910.679,12247.794,166.70,03:15:23
1740~4910.679,12247.794,166.70,03:15:23
1743~4910.679,12247.793,166.70,03:15:27
1745~4910.679,12247.793,166.70,03:15:29
1745~4910.679,12247.793,166.70,03:15:29
1740~4910.679,12247.793,166.70,03:15:33
1742~4910.679,12247.793,166.70,03:15:35
1743~4910.679,12247.793,166.70,03:15:36
1745~4910.679,12247.792,166.70,03:15:39
1738~4910.679,12247.792,166.70,03:15:41
1738~4910.679,12247.792,166.70,03:15:41
1742~4910.679,12247.792,166.70,03:15:45
1744~4910.679,12247.792,166.70,03:15:47
1744~4910.679,12247.791,166.70,03:15:48
1738~4910.679,12247.791,166.70,03:15:51
1740~4910.679,12247.791,166.70,03:15:53
1741~4910.679,12247.791,166.70,03:15:54
1743~4910.678,12247.791,166.70,03:15:57
1744~4910.678,12247.790,166.70,03:15:59
1684~4910.678,12247.791,166.70,03:16:0
1688~4910.678,12247.791,166.70,03:16:4
1690~4910.678,12247.791,166.70,03:16:6
1692~4910.678,12247.791,166.70,03:16:8
1732~4910.678,12247.790,166.70,03:16:10
1733~4910.678,12247.790,166.70,03:16:11
1736~4910.678,12247.790,166.70,03:16:14
1738~4910.678,12247.790,166.70,03:16:16
1740~4910.678,12247.790,166.70,03:16:18
1732~4910.677,12247.790,166.70,03:16:20
1734~4910.677,12247.790,166.70,03:16:22
1735~4910.677,12247.790,166.70,03:16:23
1738~4910.677,12247.790,166.70,03:16:26
1740~4910.677,12247.790,166.70,03:16:28
1733~4910.677,12247.790,166.70,03:16:30
1735~4910.677,12247.790,166.70,03:16:32
1736~4910.677,12247.790,166.60,03:16:34
1738~4910.677,12247.791,166.50,03:16:36
1739~4910.677,12247.791,166.40,03:16:38
1733~4910.678,12247.791,166.40,03:16:40
1735~4910.678,12247.792,166.30,03:16:42
1737~4910.678,12247.792,166.30,03:16:44
1739~4910.678,12247.792,166.30,03:16:46
1745~4910.678,12247.793,164.80,03:16:48
1733~4910.678,12247.795,163.20,03:16:50
1750~4910.678,12247.799,159.80,03:16:52
1734~4910.678,12247.800,158.90,03:16:53
1738~4910.678,12247.803,156.90,03:16:56
1739~4910.678,12247.803,156.80,03:16:58
1679~4910.678,12247.804,156.70,03:17:0
1679~4910.677,12247.804,156.60,03:17:2
1681~4910.677,12247.804,156.60,03:17:4
1682~4910.678,12247.804,156.50,03:17:5
1685~4910.678,12247.805,156.40,03:17:8
1726~4910.678,12247.805,156.40,03:17:10
1727~4910.678,12247.805,156.30,03:17:12
1729~4910.678,12247.805,156.30,03:17:14
1730~4910.678,12247.805,156.20,03:17:16
1732~4910.678,12247.806,156.10,03:17:18
1725~4910.678,12247.806,156.10,03:17:20
1726~4910.678,12247.806,156.00,03:17:22
1728~4910.678,12247.806,156.00,03:17:24
1739~4910.678,12247.807,155.90,03:17:26
1741~4910.678,12247.807,155.90,03:17:28
1733~4910.678,12247.807,155.80,03:17:30
1735~4910.678,12247.807,155.80,03:17:32
1737~4910.678,12247.808,155.70,03:17:34
1739~4910.678,12247.808,155.70,03:17:36
1741~4910.678,12247.808,155.70,03:17:38
1733~4910.678,12247.808,155.60,03:17:40
1734~4910.678,12247.808,155.50,03:17:42
1736~4910.678,12247.808,155.50,03:17:44
1737~4910.678,12247.808,155.40,03:17:46
1739~4910.678,12247.808,155.40,03:17:48
1734~4910.678,12247.809,155.30,03:17:52
1736~4910.678,12247.809,155.30,03:17:54
1737~4910.678,12247.809,155.20,03:17:56
1739~4910.678,12247.809,155.20,03:17:58
1678~4910.678,12247.809,155.10,03:18:0
1673~4910.679,12247.810,155.10,03:18:2
1675~4910.679,12247.810,155.10,03:18:4
1676~4910.679,12247.810,155.00,03:18:6
1678~4910.679,12247.810,155.00,03:18:8
1719~4910.679,12247.810,155.00,03:18:10
1730~4910.679,12247.811,154.90,03:18:12
1732~4910.679,12247.811,154.90,03:18:14
1734~4910.679,12247.811,154.90,03:18:16
1735~4910.679,12247.811,154.80,03:18:18
1728~4910.679,12247.811,154.80,03:18:20
1731~4910.679,12247.812,154.80,03:18:22
1732~4910.679,12247.812,154.70,03:18:24
1733~4910.678,12247.812,154.70,03:18:26
1735~4910.678,12247.812,154.70,03:18:28
1727~4910.678,12247.812,154.60,03:18:30
1725~4910.678,12247.814,153.10,03:18:32
1732~4910.678,12247.815,151.70,03:18:34
1734~4910.678,12247.817,150.60,03:18:36
1741~4910.678,12247.818,149.20,03:18:38
1734~4910.677,12247.819,148.30,03:18:40
1735~4910.677,12247.819,147.30,03:18:42
1736~4910.677,12247.819,146.30,03:18:44
1738~4910.677,12247.819,145.40,03:18:46
1731~4910.677,12247.820,144.40,03:18:48
1728~4910.677,12247.820,143.90,03:18:50
1729~4910.677,12247.820,143.80,03:18:52
1731~4910.677,12247.820,143.80,03:18:54
1732~4910.677,12247.820,143.70,03:18:56
1733~4910.676,12247.820,143.70,03:18:58
1673~4910.676,12247.820,143.70,03:19:0
1674~4910.676,12247.820,143.60,03:19:2
1677~4910.676,12247.821,143.60,03:19:4
1679~4910.676,12247.821,143.60,03:19:6
1679~4910.676,12247.820,143.50,03:19:8
1720~4910.676,12247.820,143.50,03:19:10
1722~4910.676,12247.820,143.50,03:19:12
1723~4910.676,12247.820,143.40,03:19:14
1725~4910.676,12247.820,143.40,03:19:16
1727~4910.676,12247.820,143.40,03:19:18
1719~4910.676,12247.820,143.30,03:19:20
1721~4910.676,12247.820,143.30,03:19:22
1722~4910.676,12247.820,143.20,03:19:24
1724~4910.676,12247.820,143.20,03:19:26
1726~4910.676,12247.820,143.20,03:19:28
1719~4910.676,12247.820,143.20,03:19:30
1720~4910.676,12247.820,143.10,03:19:32
1723~4910.676,12247.821,143.10,03:19:34
1725~4910.676,12247.821,143.10,03:19:36
1726~4910.676,12247.821,143.00,03:19:38
1719~4910.676,12247.821,143.00,03:19:40
1721~4910.676,12247.821,143.00,03:19:42
1731~4910.676,12247.821,142.90,03:19:44
1733~4910.676,12247.821,142.90,03:19:46
1735~4910.676,12247.821,142.90,03:19:48
1727~4910.676,12247.821,142.80,03:19:50
1729~4910.676,12247.821,142.80,03:19:52
1730~4910.676,12247.821,142.70,03:19:54
1732~4910.676,12247.821,142.70,03:19:56
1734~4910.676,12247.821,142.70,03:19:58
1664~4910.676,12247.821,142.60,03:20:0
1666~4910.676,12247.821,142.60,03:20:2
1668~4910.676,12247.821,142.60,03:20:4
1669~4910.676,12247.821,142.50,03:20:6
1671~4910.676,12247.821,142.50,03:20:8
1712~4910.676,12247.821,142.50,03:20:10
1713~4910.676,12247.821,142.40,03:20:12
1715~4910.676,12247.821,142.40,03:20:14
1716~4910.675,12247.821,142.40,03:20:16
1717~4910.675,12247.821,142.30,03:20:18
1710~4910.675,12247.821,142.30,03:20:20
1712~4910.675,12247.821,142.30,03:20:22
1714~4910.675,12247.821,142.30,03:20:24
1716~4910.675,12247.821,142.30,03:20:26
1718~4910.675,12247.821,142.30,03:20:28
1710~4910.675,12247.820,142.30,03:20:30
1717~4910.675,12247.820,141.90,03:20:32
1726~4910.676,12247.818,140.90,03:20:34
1736~4910.677,12247.817,139.90,03:20:36
1737~4910.677,12247.817,138.90,03:20:38
1725~4910.676,12247.816,136.80,03:20:40
1726~4910.676,12247.816,135.80,03:20:42
1727~4910.676,12247.816,134.80,03:20:44
1724~4910.676,12247.816,134.30,03:20:46
1725~4910.676,12247.816,134.20,03:20:48
1718~4910.676,12247.816,134.20,03:20:50
1720~4910.676,12247.816,134.20,03:20:52
1721~4910.676,12247.816,134.10,03:20:54
1723~4910.676,12247.816,134.10,03:20:56
